model_name,optimizer,lr,accuracy,val_accuracy,tp %,tn %
model_one_layer_ltsm_v2,Adagrad,0.008,"[0.6062431335449219, 0.6547097563743591, 0.6596385836601257, 0.6618291139602661, 0.6626505851745605, 0.6631982326507568, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531]","[0.657299280166626, 0.6620438098907471, 0.6656934022903442, 0.6664233803749084, 0.6675182580947876, 0.6675182580947876, 0.6675182580947876, 0.6675182580947876, 0.6675182580947876, 0.6675182580947876, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707]",1.0,0.0
model_one_layer_ltsm_v2,Adagrad,0.001,"[0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531]","[0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707]",1.0,0.0
model_one_layer_ltsm_v2,Adagrad,0.002,"[0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531, 0.6637458801269531]","[0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707]",1.0,0.0
model_one_layer_ltsm_v2,Adam,0.001,"[0.6637458801269531, 0.6633808016777039, 0.5774917602539062, 0.4842095673084259, 0.48521357774734497, 0.48457467555999756, 0.49187660217285156, 0.4964403212070465, 0.49488863348960876, 0.5076670050621033, 0.5083059668540955, 0.5143300294876099, 0.5192588567733765, 0.516338050365448, 0.5392479300498962, 0.5567725300788879, 0.5507484674453735, 0.565991222858429, 0.5611537098884583, 0.5637093782424927, 0.5756663084030151, 0.567907989025116, 0.5735669732093811, 0.5842460989952087, 0.5872581005096436, 0.5982110500335693, 0.5926433205604553, 0.597663402557373, 0.6034136414527893, 0.6046915054321289]","[0.6675182580947876, 0.668248176574707, 0.4704379439353943, 0.4927007257938385, 0.4781021773815155, 0.48649635910987854, 0.5299270153045654, 0.47664234042167664, 0.49635037779808044, 0.4978102147579193, 0.5587591528892517, 0.4897810220718384, 0.5321167707443237, 0.5565693378448486, 0.5284671783447266, 0.525547444820404, 0.5569342970848083, 0.5653284788131714, 0.5591241121292114, 0.5620437860488892, 0.5572992563247681, 0.5802919864654541, 0.563503623008728, 0.5726277232170105, 0.5919708013534546, 0.5737226009368896, 0.5591241121292114, 0.6167883276939392, 0.6459854245185852, 0.598905086517334]",0.6798836901929686,0.41124260355029585
model_one_layer_ltsm_v2,Adam,0.0012,"[0.6040526032447815, 0.6036874651908875, 0.6066082715988159, 0.6095290184020996, 0.6052391529083252, 0.6074297428131104, 0.6133625507354736, 0.597298264503479, 0.6052391529083252, 0.600949227809906, 0.6106243133544922, 0.6059693098068237, 0.6064257025718689, 0.6029573082923889, 0.6021358370780945, 0.6110807061195374, 0.5934647917747498, 0.6057868003845215, 0.6104417443275452, 0.6161920428276062, 0.6142752766609192, 0.6039612889289856, 0.5946513414382935, 0.6057868003845215, 0.5988499522209167, 0.6220335960388184, 0.5934647917747498, 0.597480833530426, 0.6079773902893066, 0.6142752766609192]","[0.5857664346694946, 0.581751823425293, 0.625547468662262, 0.5565693378448486, 0.6204379796981812, 0.5934306383132935, 0.5941605567932129, 0.5689781308174133, 0.5788320899009705, 0.6083941459655762, 0.6547445058822632, 0.5864963531494141, 0.5930656790733337, 0.5854014754295349, 0.5744525790214539, 0.6405109763145447, 0.590146005153656, 0.5697080492973328, 0.5824817419052124, 0.6197080016136169, 0.6025547385215759, 0.6525547504425049, 0.6474452614784241, 0.6175182461738586, 0.6602189540863037, 0.56715327501297, 0.5861313939094543, 0.6076642274856567, 0.6627737283706665, 0.5941605567932129]",0.6991805445413692,0.4260355029585799
model_one_layer_ltsm_v2,Adam,0.0014,"[0.6141840219497681, 0.6159182190895081, 0.6123585104942322, 0.6180175542831421, 0.6111719608306885, 0.617652416229248, 0.6224899888038635, 0.6141840219497681, 0.6059693098068237, 0.6151880025863647, 0.6225812435150146, 0.6119021773338318, 0.6215772032737732, 0.6148229241371155, 0.6102592349052429, 0.6196604371070862, 0.6095290184020996, 0.6168309450149536, 0.6100766658782959, 0.6126323342323303, 0.6218510270118713, 0.608616292476654, 0.5988499522209167, 0.6098940968513489, 0.6035049557685852, 0.6199342608451843, 0.5841547846794128, 0.5999452471733093, 0.6197517514228821, 0.6151880025863647]","[0.581751823425293, 0.5799270272254944, 0.6587591171264648, 0.5795620679855347, 0.6310219168663025, 0.6167883276939392, 0.6040145754814148, 0.5616788268089294, 0.6193430423736572, 0.6094890236854553, 0.6529197096824646, 0.5981751680374146, 0.5638686418533325, 0.5795620679855347, 0.5897810459136963, 0.6200730204582214, 0.5948905348777771, 0.5704379677772522, 0.5864963531494141, 0.6105839610099792, 0.6124087572097778, 0.6434306502342224, 0.6175182461738586, 0.6153284907341003, 0.6642335653305054, 0.5580291748046875, 0.5872262716293335, 0.6025547385215759, 0.6580291986465454, 0.5886861085891724]",0.6444620671424796,0.5591715976331361
model_one_layer_ltsm_v2,Adam,0.002,"[0.6059693098068237, 0.6113545298576355, 0.6136363744735718, 0.6163746118545532, 0.593647301197052, 0.5962029695510864, 0.6135450601577759, 0.6018620133399963, 0.6058780550956726, 0.6005841493606567, 0.599397599697113, 0.5998539328575134, 0.619386613368988, 0.597663402557373, 0.5927345752716064, 0.6197517514228821, 0.6044176816940308, 0.6097115874290466, 0.5987586975097656, 0.5795910954475403, 0.6143665313720703, 0.6000365018844604, 0.5784045457839966, 0.6013143658638, 0.5922781825065613, 0.6160094738006592, 0.5782219767570496, 0.592095673084259, 0.599215030670166, 0.6072471737861633]","[0.5715328454971313, 0.569343090057373, 0.6003649830818176, 0.5521897673606873, 0.6010949015617371, 0.6259124279022217, 0.5875912308692932, 0.552554726600647, 0.6496350169181824, 0.563503623008728, 0.5916058421134949, 0.6054744720458984, 0.5532846450805664, 0.5627737045288086, 0.5883211493492126, 0.5978102087974548, 0.6470803022384644, 0.5631386637687683, 0.5813868641853333, 0.5879561901092529, 0.6204379796981812, 0.6733576655387878, 0.6474452614784241, 0.5970802903175354, 0.6193430423736572, 0.5167883038520813, 0.563503623008728, 0.5802919864654541, 0.6423357725143433, 0.5708029270172119]",0.675654242664552,0.40828402366863903
model_one_layer_ltsm_v2,Nadam,0.001,"[0.6260496377944946, 0.6234027147293091, 0.6207557320594788, 0.6241328716278076, 0.6226724982261658, 0.6261409521102905, 0.6337167024612427, 0.6245892643928528, 0.6238590478897095, 0.6274187564849854, 0.6289704442024231, 0.6300657391548157, 0.6291529536247253, 0.6290616989135742, 0.628605306148529, 0.6309784650802612, 0.6244980096817017, 0.6319824457168579, 0.6310697197914124, 0.6338992118835449, 0.6327126622200012, 0.6291529536247253, 0.6277838349342346, 0.6328039169311523, 0.6272362470626831, 0.6370025277137756, 0.6301569938659668, 0.6239503622055054, 0.634264349937439, 0.6335341334342957]","[0.5941605567932129, 0.5854014754295349, 0.6215328574180603, 0.5967153310775757, 0.6467153429985046, 0.6197080016136169, 0.5970802903175354, 0.5795620679855347, 0.5974452495574951, 0.6160584092140198, 0.62810218334198, 0.6113138794898987, 0.6021897792816162, 0.6043795347213745, 0.6054744720458984, 0.6302919983863831, 0.5996350646018982, 0.5766423344612122, 0.6372262835502625, 0.639051079750061, 0.6003649830818176, 0.6087591052055359, 0.6430656909942627, 0.6229926943778992, 0.6503649353981018, 0.5912408828735352, 0.5967153310775757, 0.6215328574180603, 0.6540145874023438, 0.6091240644454956]",0.7348665080623844,0.3609467455621302
model_one_layer_ltsm_v2,Nadam,0.002,"[0.6148229241371155, 0.6102592349052429, 0.6266885995864868, 0.6222161650657654, 0.6113545298576355, 0.5906352400779724, 0.5732018947601318, 0.5613362789154053, 0.5523000955581665, 0.5556772351264954, 0.5608798861503601, 0.5630704760551453, 0.5635268092155457, 0.5673603415489197, 0.5617013573646545, 0.5503833293914795, 0.5679992437362671, 0.5597845911979675, 0.5610624551773071, 0.5703724026679993, 0.5869842767715454, 0.5890836119651794, 0.5888097882270813, 0.5986673831939697, 0.6134538054466248, 0.610350489616394, 0.5929171442985535, 0.6044176816940308, 0.6099854111671448, 0.595381498336792]","[0.5974452495574951, 0.6065693497657776, 0.6343065500259399, 0.55474454164505, 0.6441605687141418, 0.5967153310775757, 0.5474452376365662, 0.5306569337844849, 0.5448905229568481, 0.6058394312858582, 0.5708029270172119, 0.5572992563247681, 0.5653284788131714, 0.5445255637168884, 0.5715328454971313, 0.5416058301925659, 0.5386861562728882, 0.5058394074440002, 0.508394181728363, 0.6094890236854553, 0.5649635195732117, 0.6481751799583435, 0.6142335534095764, 0.5492700934410095, 0.5981751680374146, 0.5569342970848083, 0.5602189898490906, 0.596350371837616, 0.5806569457054138, 0.5335766673088074]",0.39703938673010836,0.727810650887574
model_one_layer_ltsm_v2,Nadam,0.01,"[0.5355969071388245, 0.5504746437072754, 0.5122307538986206, 0.5365096926689148, 0.5137823820114136, 0.5231836438179016, 0.520354151725769, 0.5445417761802673, 0.540343165397644, 0.5240963697433472, 0.5323110818862915, 0.5322197675704956, 0.5249178409576416, 0.5225447416305542, 0.5218145251274109, 0.5323110818862915, 0.5454545617103577, 0.5516611933708191, 0.518437385559082, 0.5333150625228882, 0.5283862948417664, 0.5282037258148193, 0.5139649510383606, 0.5340452790260315, 0.5102227330207825, 0.5190762877464294, 0.5218145251274109, 0.5258305668830872, 0.5300292372703552, 0.5213581323623657]","[0.45985400676727295, 0.4642335772514343, 0.6036496162414551, 0.39890509843826294, 0.5441606044769287, 0.668248176574707, 0.5667883157730103, 0.604744553565979, 0.5094890594482422, 0.6193430423736572, 0.569343090057373, 0.668248176574707, 0.5273722410202026, 0.5824817419052124, 0.668248176574707, 0.5054744482040405, 0.33394160866737366, 0.4313868582248688, 0.46934306621551514, 0.6755474209785461, 0.49379563331604004, 0.5386861562728882, 0.4901459813117981, 0.4616788327693939, 0.5744525790214539, 0.48467153310775757, 0.5328466892242432, 0.5653284788131714, 0.472627729177475, 0.5339416265487671]",0.35315886862278617,0.7544378698224852
model_bigger_bigger_lstm,Adagrad,0.008,"[0.4897772967815399, 0.4951624572277069, 0.4902336597442627, 0.4958926737308502, 0.498083233833313, 0.49899598956108093, 0.4995436370372772, 0.49972617626190186, 0.5, 0.5012778639793396, 0.49981746077537537, 0.5026469230651855, 0.501916766166687, 0.5032858848571777, 0.5048375129699707, 0.5047462582588196, 0.5043811798095703, 0.5054764747619629, 0.5076670050621033, 0.5069368481636047, 0.5067542791366577, 0.5069368481636047, 0.5094925165176392, 0.5085797905921936, 0.5106790661811829, 0.5112267136573792, 0.5119569301605225, 0.5115917921066284, 0.5181635618209839, 0.5158817172050476]","[0.4974452555179596, 0.487226277589798, 0.4956204295158386, 0.49671533703804016, 0.49343064427375793, 0.49416059255599976, 0.49160584807395935, 0.4901459813117981, 0.49927008152008057, 0.49416059255599976, 0.4978102147579193, 0.4945255517959595, 0.49635037779808044, 0.49927008152008057, 0.5007299184799194, 0.49671533703804016, 0.4996350407600403, 0.49817517399787903, 0.5018247961997986, 0.5, 0.49817517399787903, 0.5007299184799194, 0.5014598369598389, 0.5, 0.49890512228012085, 0.5010948777198792, 0.5003649592399597, 0.5178832411766052, 0.5076642632484436, 0.5025547742843628]",0.29394660322495375,0.8165680473372781
model_bigger_bigger_lstm,Adagrad,0.001,"[0.5167944431304932, 0.5268346071243286, 0.5326761603355408, 0.5384264588356018, 0.5436290502548218, 0.5472800135612488, 0.5491055250167847, 0.5509309768676758, 0.5459108948707581, 0.5500182509422302, 0.5485578775405884, 0.5529390573501587, 0.5475538372993469, 0.5501095056533813, 0.547736406326294, 0.5494706034660339, 0.5452719926834106, 0.551569938659668, 0.5469149351119995, 0.5481927990913391, 0.5462760329246521, 0.5449981689453125, 0.5449981689453125, 0.5488317012786865, 0.5464585423469543, 0.5481014847755432, 0.5486491322517395, 0.5450894236564636, 0.549653172492981, 0.5501095056533813]","[0.5138686299324036, 0.5182482004165649, 0.529197096824646, 0.5324817299842834, 0.5408759117126465, 0.5448905229568481, 0.5357664227485657, 0.5350365042686462, 0.540145993232727, 0.5386861562728882, 0.5405109524726868, 0.537956178188324, 0.535401463508606, 0.5361313819885254, 0.5394160747528076, 0.5346715450286865, 0.5430656671524048, 0.5339416265487671, 0.5350365042686462, 0.535401463508606, 0.5339416265487671, 0.5372262597084045, 0.5390511155128479, 0.5332117080688477, 0.5364963412284851, 0.5328466892242432, 0.5335766673088074, 0.5375912189483643, 0.5375912189483643, 0.5339416265487671]",0.408670367433254,0.6804733727810651
