@RELATION fixation_to_clicks_a

@ATTRIBUTE FPOGX REAL
@ATTRIBUTE FPOGY REAL 
@ATTRIBUTE FPOGS REAL
@ATTRIBUTE FPOGD REAL 
@ATTRIBUTE CS {0,1}

@DATA
0.32551,0.58444,21.45474,0.14774,0
0.32843,0.58453,21.45474,0.15439,0
0.33112,0.58462,21.45474,0.16092,0
0.33493,0.58365,21.45474,0.16763,0
0.33825,0.58359,21.45474,0.17471,0
0.34134,0.58354,21.45474,0.18134,0
0.37267,0.58017,21.45474,0.18134,0
0.40243,0.58157,21.45474,0.18134,0
0.41235,0.58203,21.45474,0.18134,0
0.40977,0.58628,21.6423,0.02032,0
0.40837,0.58429,21.6423,0.02728,0
0.40743,0.58296,21.6423,0.03387,0
0.40851,0.58467,21.6423,0.04059,0
0.40746,0.58674,21.6423,0.04694,0
0.40664,0.58835,21.6423,0.05396,0
0.40753,0.58707,21.6423,0.06067,0
0.40713,0.58691,21.6423,0.07013,0
0.40678,0.58769,21.6423,0.07382,0
0.40683,0.58898,21.6423,0.08029,0
0.40695,0.58945,21.6423,0.08713,0
0.40705,0.58986,21.6423,0.09372,0
0.40762,0.59034,21.6423,0.10022,0
0.40767,0.58931,21.6423,0.10739,0
0.40771,0.58839,21.6423,0.11404,0
0.40819,0.58803,21.6423,0.12067,0
0.40813,0.58814,21.6423,0.12753,0
0.40807,0.58823,21.6423,0.13406,0
0.4083,0.59006,21.6423,0.14093,0
0.40856,0.59142,21.6423,0.14761,0
0.40882,0.59223,21.6423,0.15405,0
0.40907,0.59088,21.6423,0.16101,0
0.40927,0.58908,21.6423,0.16766,0
0.40945,0.58741,21.6423,0.17441,0
0.40975,0.5864,21.6423,0.18109,0
0.40905,0.58589,21.6423,0.19095,0
0.40839,0.58541,21.6423,0.19678,0
0.40866,0.58469,21.6423,0.20221,0
0.40895,0.58413,21.6423,0.20789,0
0.40922,0.5836,21.6423,0.21466,0
0.40942,0.58366,21.6423,0.22113,0
0.40962,0.58337,21.6423,0.22775,0
0.40981,0.58309,21.6423,0.23431,0
0.41,0.58284,21.6423,0.24109,0
0.40947,0.5831,21.6423,0.24777,0
0.40896,0.58336,21.6423,0.25461,0
0.40915,0.58352,21.6423,0.26135,0
0.4088,0.58313,21.6423,0.26791,0
0.40847,0.58276,21.6423,0.2749,0
0.40941,0.5802,21.6423,0.28156,0
0.41071,0.5776,21.6423,0.28976,0
0.41192,0.57541,21.6423,0.29483,0
0.4231,0.54594,21.6423,0.29483,0
0.44085,0.52646,21.6423,0.29483,0
0.44644,0.52427,21.6423,0.29483,0
0.44984,0.52291,21.944,0.01996,0
0.4503,0.5242,21.944,0.02649,0
0.45061,0.52507,21.944,0.03336,0
0.45125,0.52405,21.944,0.03964,0
0.45183,0.52427,21.944,0.04614,0
0.45228,0.52444,21.944,0.05347,0
0.45236,0.52253,21.944,0.06018,0
0.45226,0.51928,21.944,0.06647,0
0.45226,0.51544,21.944,0.07339,0
0.452,0.51374,21.944,0.08154,0
0.45216,0.51084,21.944,0.0874,0
0.4523,0.50833,21.944,0.09412,0
0.45275,0.50888,21.944,0.10068,0
0.45266,0.51036,21.944,0.10715,0
0.45254,0.51236,21.944,0.11377,0
0.45247,0.51204,21.944,0.11981,0
0.4526,0.5123,21.944,0.12701,0
0.45271,0.51254,21.944,0.13348,0
0.45302,0.51256,21.944,0.14026,0
0.45341,0.51276,21.944,0.14731,0
0.45382,0.51241,21.944,0.1539,0
0.4529,0.51182,21.944,0.16077,0
0.45225,0.51167,21.944,0.16742,0
0.45167,0.51106,21.944,0.1741,0
0.45114,0.50897,21.944,0.18033,0
0.45117,0.50701,21.944,0.18723,0
0.4512,0.50518,21.944,0.19427,0
0.4507,0.50382,21.944,0.20093,0
0.45045,0.50339,21.944,0.20914,0
0.45019,0.50337,21.944,0.21509,0
0.44936,0.50429,21.944,0.22119,0
0.44921,0.50496,21.944,0.22775,0
0.44907,0.50559,21.944,0.2341,0
0.44876,0.50617,21.944,0.24039,0
0.44786,0.5067,21.944,0.24777,0
0.44702,0.50688,21.944,0.25436,0
0.44587,0.50777,21.944,0.26105,0
0.44508,0.50732,21.944,0.2677,0
0.44432,0.5069,21.944,0.27448,0
0.44366,0.50667,21.944,0.28125,0
0.44303,0.50684,21.944,0.28793,0
0.44244,0.50699,21.944,0.29459,0
0.44161,0.50615,21.944,0.30176,0
0.44088,0.50561,21.944,0.30823,0
0.41351,0.5036,21.944,0.30823,0
0.41724,0.49147,21.944,0.30823,0
0.41927,0.48445,21.944,0.30823,0
0.42028,0.48095,22.25888,0.02008,0
0.41874,0.47914,22.25888,0.02689,0
0.41815,0.48102,22.25888,0.03384,0
0.41774,0.48235,22.25888,0.03995,0
0.41707,0.48223,22.25888,0.04645,0
0.41739,0.48006,22.25888,0.05331,0
0.41765,0.47833,22.25888,0.06033,0
0.41829,0.47714,22.25888,0.06693,0
0.41805,0.47747,22.25888,0.07361,0
0.41784,0.47776,22.25888,0.08041,0
0.4179,0.47772,22.25888,0.09021,0
0.41756,0.47923,22.25888,0.09628,0
0.41726,0.48055,22.25888,0.10193,0
0.4169,0.48157,22.25888,0.10886,0
0.41672,0.48224,22.25888,0.11441,0
0.41656,0.48284,22.25888,0.12042,0
0.41638,0.48234,22.25888,0.12717,0
0.41615,0.48213,22.25888,0.13382,0
0.41594,0.48193,22.25888,0.14032,0
0.41567,0.48344,22.25888,0.147,0
0.41534,0.48435,22.25888,0.15393,0
0.41504,0.48519,22.25888,0.16074,0
0.41493,0.48598,22.25888,0.16714,0
0.41486,0.48647,22.25888,0.17395,0
0.41479,0.48692,22.25888,0.18063,0
0.41436,0.48721,22.25888,0.18735,0
0.41405,0.48771,22.25888,0.19403,0
0.41376,0.48818,22.25888,0.20071,0
0.41352,0.48849,22.25888,0.20755,0
0.41382,0.4889,22.25888,0.21576,0
0.4141,0.48928,22.25888,0.22168,0
0.41426,0.48923,22.25888,0.2305,0
0.41444,0.48938,22.25888,0.23608,0
0.41461,0.48952,22.25888,0.24106,0
0.41545,0.4895,22.25888,0.24753,0
0.41626,0.48963,22.25888,0.25415,0
0.41702,0.48975,22.25888,0.26132,0
0.41744,0.48989,22.25888,0.26749,0
0.41776,0.49021,22.25888,0.27423,0
0.41806,0.49051,22.25888,0.28125,0
0.41875,0.49058,22.25888,0.28781,0
0.41955,0.49001,22.25888,0.29449,0
0.42032,0.48946,22.25888,0.3013,0
0.42071,0.48808,22.25888,0.30795,0
0.42103,0.48723,22.25888,0.3147,0
0.42149,0.48606,22.25888,0.3215,0
0.42186,0.48436,22.25888,0.32846,0
0.44103,0.46156,22.25888,0.32846,0
0.44183,0.43188,22.25888,0.32846,0
0.43912,0.41893,22.25888,0.32846,0
0.43779,0.41798,22.59369,0.02036,0
0.43715,0.4142,22.59369,0.0267,0
0.43535,0.41061,22.59369,0.03354,0
0.4394,0.40194,22.59369,0.04028,0
0.44231,0.39721,22.59369,0.047,0
0.44226,0.39987,22.59369,0.05371,0
0.44214,0.40507,22.59369,0.06042,0
0.4419,0.412,22.59369,0.06702,0
0.44444,0.41587,22.59369,0.07376,0
0.44634,0.41875,22.59369,0.08279,0
0.44797,0.42123,22.59369,0.08795,0
0.44865,0.42463,22.59369,0.09338,0
0.44991,0.42606,22.59369,0.10062,0
0.45101,0.42733,22.59369,0.10715,0
0.4515,0.42862,22.59369,0.11386,0
0.45202,0.4297,22.59369,0.12033,0
0.45249,0.43067,22.59369,0.12732,0
0.46024,0.45627,22.59369,0.12732,0
0.45723,0.45984,22.59369,0.12732,0
0.45655,0.45638,22.59369,0.12732,0
0.45613,0.45042,22.72699,0.02048,0
0.45593,0.44764,22.72699,0.02673,0
0.45595,0.4435,22.72699,0.03363,0
0.45621,0.43772,22.72699,0.04053,0
0.45626,0.43432,22.72699,0.04724,0
0.4563,0.43168,22.72699,0.05408,0
0.45614,0.42859,22.72699,0.06085,0
0.45547,0.42817,22.72699,0.06775,0
0.45492,0.42782,22.72699,0.07639,0
0.45288,0.43058,22.72699,0.08203,0
0.45356,0.4352,22.72699,0.08795,0
0.45415,0.43921,22.72699,0.09448,0
0.45269,0.44775,22.72699,0.1011,0
0.45113,0.45213,22.72699,0.10757,0
0.44974,0.45602,22.72699,0.11453,0
0.44865,0.46109,22.72699,0.12177,0
0.44829,0.46551,22.72699,0.12762,1
0.4417,0.49789,22.72699,0.12762,0
0.43786,0.52911,22.72699,0.12762,0
0.4368,0.53325,22.72699,0.12762,0
0.43612,0.53826,22.86136,0.02017,0
0.43738,0.54598,22.86136,0.0271,0
0.43736,0.55382,22.86136,0.03378,0
0.43726,0.56106,22.86136,0.04047,0
0.43672,0.56508,22.86136,0.04706,0
0.43608,0.56862,22.86136,0.05368,0
0.43563,0.5703,22.86136,0.06052,0
0.43435,0.57052,22.86136,0.0672,0
0.43287,0.57091,22.86136,0.07361,0
0.43166,0.57037,22.86136,0.07993,0
0.43092,0.57067,22.86136,0.08713,0
0.43076,0.57048,22.86136,0.09369,0
0.43061,0.57032,22.86136,0.10043,0
0.42866,0.56963,22.86136,0.10742,0
0.42738,0.56954,22.86136,0.11386,0
0.42624,0.56946,22.86136,0.1207,0
0.42534,0.56837,22.86136,0.12747,0
0.42455,0.56763,22.86136,0.134,0
0.42384,0.56695,22.86136,0.14096,0
0.42339,0.56587,22.86136,0.14767,0
0.42343,0.56513,22.86136,0.15524,0
0.42347,0.56446,22.86136,0.16263,0
0.42352,0.56403,22.86136,0.16748,0
0.42349,0.56364,22.86136,0.17447,0
0.42347,0.56327,22.86136,0.18112,0
0.42371,0.56273,22.86136,0.18735,0
0.42391,0.5622,22.86136,0.19424,0
0.42411,0.5617,22.86136,0.20108,0
0.42432,0.5612,22.86136,0.20789,0
0.42474,0.56061,22.86136,0.21429,0
0.42513,0.56006,22.86136,0.22122,0
0.42559,0.55924,22.86136,0.22797,0
0.42591,0.55837,22.86136,0.23453,0
0.42621,0.55755,22.86136,0.24142,0
0.42655,0.55739,22.86136,0.24799,0
0.42689,0.55683,22.86136,0.25464,0
0.42721,0.5566,22.86136,0.26151,0
0.42744,0.55702,22.86136,0.26825,0
0.42769,0.55764,22.86136,0.27502,0
0.42792,0.55823,22.86136,0.28351,0
0.42808,0.55838,22.86136,0.2879,0
0.42833,0.55811,22.86136,0.29465,0
0.42856,0.55786,22.86136,0.30124,0
0.42866,0.55811,22.86136,0.30801,0
0.42817,0.55944,22.86136,0.31458,0
0.42742,0.56202,22.86136,0.32166,0
0.42699,0.56285,22.86136,0.32849,0
0.42645,0.56405,22.86136,0.33508,0
0.42593,0.56478,22.86136,0.34167,0
0.42528,0.56534,22.86136,0.34851,0
0.42473,0.56497,22.86136,0.35516,0
0.42418,0.56436,22.86136,0.36279,0
0.42437,0.56433,22.86136,0.36871,0
0.41929,0.58969,22.86136,0.36871,0
0.431,0.58638,22.86136,0.36871,0
0.43411,0.5708,22.86136,0.36871,0
0.43299,0.56541,23.23886,0.01788,0
0.43221,0.56451,23.23886,0.02438,0
0.43548,0.5649,23.23886,0.03101,0
0.4387,0.56764,23.23886,0.03772,0
0.44111,0.56969,23.23886,0.04456,0
0.44122,0.57079,23.23886,0.05139,0
0.44095,0.57,23.23886,0.05798,0
0.44072,0.56935,23.23886,0.065,0
0.43718,0.57244,23.23886,0.07159,0
0.43412,0.57658,23.23886,0.07837,0
0.4315,0.58013,23.23886,0.08478,0
0.42769,0.58397,23.23886,0.09149,0
0.42484,0.58729,23.23886,0.09827,0
0.42231,0.5896,23.23886,0.10608,0
0.41954,0.59076,23.23886,0.11176,0
0.41702,0.59143,23.23886,0.12,0
0.41476,0.59204,23.23886,0.12634,0
0.39216,0.6102,23.23886,0.12634,0
0.38498,0.61386,23.23886,0.12634,0
0.38259,0.61507,23.23886,0.12634,0
0.38856,0.61143,23.37125,0.01883,0
0.38959,0.61856,23.37125,0.02631,0
0.39028,0.62331,23.37125,0.03256,0
0.38975,0.62702,23.37125,0.03931,0
0.38922,0.63107,23.37125,0.0463,0
0.3888,0.63422,23.37125,0.05289,0
0.38822,0.63452,23.37125,0.05954,0
0.38719,0.63491,23.37125,0.06638,0
0.38634,0.63523,23.37125,0.07623,0
0.38536,0.63562,23.37125,0.08212,0
0.38476,0.63634,23.37125,0.08777,0
0.38424,0.63697,23.37125,0.09396,0
0.38323,0.63698,23.37125,0.10001,0
0.38383,0.63626,23.37125,0.10663,0
0.38435,0.63619,23.37125,0.11334,0
0.38322,0.63737,23.37125,0.11951,0
0.37991,0.64107,23.37125,0.1264,0
0.3769,0.64442,23.37125,0.13293,0
0.37137,0.6456,23.37125,0.1398,0
0.3664,0.64667,23.37125,0.14679,0
0.3372,0.65924,23.37125,0.14679,0
0.29417,0.66578,23.37125,0.14679,0
0.27997,0.66989,23.37125,0.14679,0
0.27287,0.67195,23.52451,0.0202,0
0.265,0.67043,23.52451,0.02704,0
0.26327,0.67119,23.52451,0.035,0
0.26231,0.67315,23.52451,0.04132,0
0.26116,0.66852,23.52451,0.04721,0
0.26025,0.66466,23.52451,0.05389,0
0.25953,0.66157,23.52451,0.06058,0
0.2614,0.65952,23.52451,0.06711,0
0.26263,0.65729,23.52451,0.07358,0
0.26355,0.65457,23.52451,0.08017,0
0.26382,0.65225,23.52451,0.08722,0
0.26436,0.65031,23.52451,0.0939,0
0.26482,0.6486,23.52451,0.10071,0
0.26487,0.64656,23.52451,0.10709,0
0.26531,0.6454,23.52451,0.11392,0
0.26571,0.64437,23.52451,0.12054,0
0.2658,0.6427,23.52451,0.12729,0
0.26614,0.64168,23.52451,0.13647,0
0.26645,0.64075,23.52451,0.14182,0
0.26661,0.64245,23.52451,0.14767,0
0.26674,0.64324,23.52451,0.15503,0
0.26687,0.64396,23.52451,0.16107,0
0.26726,0.64399,23.52451,0.16776,0
0.26653,0.64457,23.52451,0.17441,0
0.26586,0.6451,23.52451,0.181,0
0.26507,0.64595,23.52451,0.18741,0
0.26456,0.64642,23.52451,0.19431,0
0.26414,0.64719,23.52451,0.20078,0
0.26379,0.64862,23.52451,0.20779,0
0.26366,0.65002,23.52451,0.21457,0
0.26354,0.65133,23.52451,0.22079,0
0.26359,0.6521,23.52451,0.2276,0
0.26344,0.65289,23.52451,0.23398,0
0.26324,0.65337,23.52451,0.24097,0
0.26304,0.65364,23.52451,0.2478,0
0.26314,0.65262,23.52451,0.25482,0
0.26327,0.65193,23.52451,0.26126,0
0.26342,0.65221,23.52451,0.26779,0
0.26373,0.65248,23.52451,0.27444,0
0.26403,0.65274,23.52451,0.2814,0
0.26355,0.65279,23.52451,0.28781,0
0.2632,0.65263,23.52451,0.29468,0
0.26283,0.65225,23.52451,0.30148,0
0.26237,0.6519,23.52451,0.30829,0
0.26189,0.65162,23.52451,0.315,0
0.25986,0.65118,23.52451,0.32184,0
0.25993,0.64972,23.52451,0.32849,0
0.2601,0.64806,23.52451,0.33514,0
0.26027,0.6464,23.52451,0.34177,0
0.26066,0.64526,23.52451,0.34842,0
0.2608,0.64405,23.52451,0.35526,0
0.26089,0.64263,23.52451,0.36182,0
0.26134,0.64228,23.52451,0.36856,0
0.26309,0.64214,23.52451,0.37463,0
0.26484,0.642,23.52451,0.38199,0
0.28254,0.6177,23.52451,0.38199,0
0.35238,0.61634,23.52451,0.38199,0
0.37565,0.61589,23.52451,0.38199,0
0.42077,0.61779,23.52451,0.38199,0
0.4069,0.62345,23.52451,0.38199,0
0.40227,0.62533,23.52451,0.38199,0
0.40407,0.6249,23.9335,0.02057,0
0.40534,0.62868,23.9335,0.02667,0
0.40618,0.6312,23.9335,0.03317,0
0.40822,0.63422,23.9335,0.03986,0
0.40845,0.63526,23.9335,0.04657,0
0.40863,0.63607,23.9335,0.05328,0
0.40844,0.63837,23.9335,0.06027,0
0.4092,0.6362,23.9335,0.06708,0
0.40984,0.63439,23.9335,0.07349,0
0.40915,0.63129,23.9335,0.08038,0
0.40859,0.63035,23.9335,0.08704,0
0.40809,0.62954,23.9335,0.09344,0
0.4078,0.62857,23.9335,0.10049,0
0.40758,0.62938,23.9335,0.10703,0
0.40737,0.63011,23.9335,0.11374,0
0.40742,0.63089,23.9335,0.12061,0
0.40659,0.63221,23.9335,0.12714,0
0.40583,0.63341,23.9335,0.13388,0
0.40582,0.63416,23.9335,0.14059,0
0.40592,0.63425,23.9335,0.14719,0
0.40601,0.63434,23.9335,0.15396,0
0.40524,0.63501,23.9335,0.16071,0
0.4046,0.63602,23.9335,0.16739,0
0.404,0.63695,23.9335,0.1741,0
0.40311,0.63774,23.9335,0.18085,0
0.40236,0.63712,23.9335,0.18747,0
0.40166,0.63655,23.9335,0.1936,0
0.40167,0.63588,23.9335,0.20129,0
0.40203,0.63575,23.9335,0.20749,0
0.40236,0.63562,23.9335,0.21408,0
0.40271,0.63605,23.9335,0.22104,0
0.4025,0.63593,23.9335,0.22775,0
0.40229,0.63582,23.9335,0.23441,0
0.40211,0.63537,23.9335,0.24127,0
0.40175,0.63517,23.9335,0.24786,0
0.40141,0.63498,23.9335,0.25452,0
0.40141,0.63457,23.9335,0.26123,0
0.40087,0.63433,23.9335,0.26779,0
0.40036,0.63435,23.9335,0.27463,0
0.39978,0.63462,23.9335,0.28122,0
0.39936,0.63542,23.9335,0.28741,0
0.39895,0.63619,23.9335,0.2944,0
0.39882,0.63607,23.9335,0.30133,0
0.39875,0.63577,23.9335,0.3078,0
0.39869,0.63527,23.9335,0.31451,0
0.39848,0.63516,23.9335,0.32141,0
0.39881,0.6347,23.9335,0.32806,0
0.39915,0.63424,23.9335,0.33496,0
0.39921,0.6341,23.9335,0.34149,0
0.3993,0.63373,23.9335,0.34787,0
0.39939,0.63337,23.9335,0.35471,0
0.39888,0.63315,23.9335,0.36136,0
0.39863,0.6329,23.9335,0.36801,0
0.39838,0.63265,23.9335,0.37476,1
0.39791,0.63183,23.9335,0.38156,0
0.39734,0.63193,23.9335,0.38806,0
0.39678,0.63202,23.9335,0.39481,0
0.39681,0.63213,23.9335,0.40158,0
0.39684,0.6319,23.9335,0.40826,0
0.39688,0.63167,23.9335,0.41486,0
0.39705,0.63166,23.9335,0.42209,0
0.39722,0.63091,23.9335,0.42868,0
0.39739,0.63016,23.9335,0.43515,0
0.39778,0.62954,23.9335,0.44205,0
0.39811,0.62818,23.9335,0.44885,0
0.39845,0.62681,23.9335,0.45566,0
0.39811,0.62581,23.9335,0.46231,0
0.39784,0.62518,23.9335,0.46878,0
0.39758,0.62456,23.9335,0.47552,0
0.39803,0.6234,23.9335,0.48221,0
0.39838,0.62328,23.9335,0.48886,0
0.39872,0.62315,23.9335,0.49536,0
0.39912,0.62261,23.9335,0.50201,0
0.39943,0.62237,23.9335,0.50909,0
0.39973,0.62212,23.9335,0.5155,0
0.39991,0.62208,23.9335,0.52203,0
0.39941,0.62203,23.9335,0.52853,0
0.39892,0.62198,23.9335,0.53583,0
0.39856,0.62158,23.9335,0.54257,0
0.39869,0.62177,23.9335,0.54941,0
0.39882,0.62196,23.9335,0.55585,0
0.39882,0.62209,23.9335,0.56253,0
0.39878,0.62199,23.9335,0.56921,0
0.39875,0.62189,23.9335,0.57562,0
0.3988,0.62173,23.9335,0.58218,0
0.39948,0.62147,23.9335,0.58936,0
0.40016,0.62098,23.9335,0.5961,0
0.40024,0.62038,23.9335,0.60272,0
0.4002,0.6193,23.9335,0.60941,0
0.40016,0.61821,23.9335,0.61594,0
0.40002,0.61794,23.9335,0.62259,0
0.39996,0.61801,23.9335,0.62921,0
0.39991,0.6183,23.9335,0.63577,0
0.39945,0.61857,23.9335,0.64511,0
0.39907,0.61897,23.9335,0.65091,0
0.39869,0.61937,23.9335,0.65625,0
0.39822,0.6195,23.9335,0.66293,0
0.39802,0.61902,23.9335,0.66968,0
0.39782,0.61853,23.9335,0.6763,0
0.39815,0.61786,23.9335,0.68311,0
0.39808,0.61765,23.9335,0.68976,0
0.398,0.61744,23.9335,0.69647,0
0.39822,0.6174,23.9335,0.70322,0
0.39834,0.61723,23.9335,0.71082,0
0.39845,0.61705,23.9335,0.71658,0
0.39846,0.61736,23.9335,0.7233,0
0.39816,0.61777,23.9335,0.72998,0
0.39786,0.61818,23.9335,0.73654,0
0.39732,0.61791,23.9335,0.74438,0
0.39679,0.61797,23.9335,0.74982,0
0.39626,0.61802,23.9335,0.75677,0
0.39564,0.61782,23.9335,0.76306,0
0.39515,0.61926,23.9335,0.76971,0
0.39466,0.6207,23.9335,0.77679,0
0.39475,0.6219,23.9335,0.78329,0
0.39456,0.62298,23.9335,0.79022,0
0.39437,0.62407,23.9335,0.79697,0
0.39404,0.62501,23.9335,0.80371,0
0.39343,0.62447,23.9335,0.81042,0
0.39282,0.62394,23.9335,0.81705,0
0.39249,0.62388,23.9335,0.82373,0
0.39213,0.62523,23.9335,0.82993,0
0.39178,0.62658,23.9335,0.83682,0
0.38281,0.65494,23.9335,0.83682,0
0.38442,0.65157,23.9335,0.83682,0
0.38496,0.65044,23.9335,0.83682,0
0.39117,0.64532,24.77692,0.02008,0
0.39422,0.64123,24.77692,0.02649,0
0.39625,0.63851,24.77692,0.03394,0
0.39378,0.63784,24.77692,0.0405,0
0.38797,0.63601,24.77692,0.04721,0
0.38346,0.63459,24.77692,0.05399,0
0.37219,0.6374,24.77692,0.06055,0
0.36215,0.63981,24.77692,0.06738,0
0.35378,0.64181,24.77692,0.07462,0
0.3452,0.64448,24.77692,0.0806,0
0.33771,0.64719,24.77692,0.08759,0
0.33122,0.64955,24.77692,0.09415,0
0.32593,0.65117,24.77692,0.10065,0
0.2916,0.65796,24.77692,0.10065,0
0.27354,0.6705,24.77692,0.10065,0
0.2674,0.67198,24.77692,0.10065,0
0.26299,0.67341,24.88458,0.02014,0
0.26034,0.67427,24.88458,0.02908,0
0.25878,0.67566,24.88458,0.03409,0
0.25733,0.67588,24.88458,0.03973,0
0.25625,0.67604,24.88458,0.04691,0
0.25694,0.67809,24.88458,0.05368,0
0.25767,0.67921,24.88458,0.06036,0
0.25827,0.68012,24.88458,0.06699,0
0.25842,0.68129,24.88458,0.07361,0
0.25835,0.68243,24.88458,0.08035,0
0.2583,0.68341,24.88458,0.08704,0
0.25822,0.6803,24.88458,0.09357,0
0.25858,0.68189,24.88458,0.10056,0
0.2589,0.6833,24.88458,0.10764,0
0.25934,0.68277,24.88458,0.11398,0
0.25852,0.68223,24.88458,0.12,0
0.25777,0.68174,24.88458,0.12689,0
0.25796,0.67963,24.88458,0.13504,0
0.25817,0.67796,24.88458,0.14066,0
0.25844,0.67689,24.88458,0.1503,0
0.25899,0.67627,24.88458,0.15506,0
0.25913,0.67635,24.88458,0.16116,0
0.25926,0.67641,24.88458,0.16742,0
0.25953,0.67577,24.88458,0.17426,0
0.25975,0.67461,24.88458,0.18051,0
0.25989,0.67317,24.88458,0.18732,0
0.26001,0.67218,24.88458,0.19376,0
0.26047,0.67105,24.88458,0.20059,0
0.2609,0.66999,24.88458,0.20712,0
0.26121,0.66928,24.88458,0.21396,0
0.26161,0.66816,24.88458,0.22083,0
0.26199,0.66709,24.88458,0.22736,0
0.26245,0.66627,24.88458,0.23438,0
0.26279,0.66644,24.88458,0.24393,0
0.26312,0.6666,24.88458,0.24963,0
0.26362,0.66677,24.88458,0.25565,0
0.26426,0.66669,24.88458,0.26227,0
0.26487,0.66661,24.88458,0.2677,0
0.2648,0.6667,24.88458,0.27441,0
0.26463,0.66607,24.88458,0.28128,0
0.26451,0.66571,24.88458,0.2879,0
0.26459,0.66571,24.88458,0.29462,0
0.2647,0.66584,24.88458,0.30136,0
0.26481,0.66596,24.88458,0.30807,0
0.2651,0.66552,24.88458,0.31485,0
0.26425,0.66488,24.88458,0.32144,0
0.26414,0.66371,24.88458,0.32819,0
0.26394,0.66401,24.88458,0.33487,0
0.26447,0.66434,24.88458,0.34222,0
0.26504,0.66489,24.88458,0.34821,0
0.26564,0.66533,24.88458,0.35492,0
0.26569,0.66592,24.88458,0.36169,0
0.2657,0.6663,24.88458,0.36804,0
0.26547,0.6663,24.88458,0.37473,0
0.2653,0.6663,24.88458,0.38138,0
0.26509,0.6661,24.88458,0.38815,0
0.26522,0.66468,24.88458,0.39493,0
0.26558,0.66323,24.88458,0.40158,0
0.26594,0.66178,24.88458,0.40845,0
0.26652,0.66208,24.88458,0.41498,0
0.26659,0.66065,24.88458,0.42181,0
0.26667,0.65921,24.88458,0.42844,0
0.26651,0.65853,24.88458,0.43506,0
0.26679,0.65828,24.88458,0.44196,0
0.26706,0.65803,24.88458,0.44876,0
0.26736,0.65894,24.88458,0.4563,0
0.26726,0.65971,24.88458,0.46185,0
0.26713,0.66027,24.88458,0.46848,0
0.26674,0.6606,24.88458,0.47522,0
0.26667,0.66103,24.88458,0.48178,0
0.2666,0.66146,24.88458,0.48889,0
0.26648,0.66083,24.88458,0.49518,0
0.26633,0.66123,24.88458,0.50201,0
0.26621,0.66186,24.88458,0.50876,0
0.2681,0.66155,24.88458,0.51547,0
0.27059,0.66118,24.88458,0.52264,0
0.27309,0.66082,24.88458,0.52924,0
0.30114,0.65843,24.88458,0.52924,0
0.35456,0.64398,24.88458,0.52924,0
0.37236,0.63916,24.88458,0.52924,0
0.40574,0.63555,24.88458,0.52924,0
0.39415,0.64402,24.88458,0.52924,0
0.39029,0.64685,24.88458,0.52924,0
0.39164,0.64651,25.44324,0.01736,0
0.39363,0.64886,25.44324,0.02386,0
0.39495,0.65042,25.44324,0.03067,0
0.39818,0.64595,25.44324,0.03702,0
0.39756,0.63999,25.44324,0.04364,0
0.39707,0.63535,25.44324,0.05051,0
0.39864,0.6316,25.44324,0.0575,0
0.39725,0.62883,25.44324,0.06387,0
0.3961,0.62651,25.44324,0.07071,0
0.39561,0.62703,25.44324,0.07755,0
0.39646,0.62683,25.44324,0.08362,0
0.39719,0.62666,25.44324,0.09055,0
0.39722,0.62676,25.44324,0.09729,0
0.39775,0.62921,25.44324,0.10419,0
0.39823,0.63139,25.44324,0.11121,0
0.39883,0.63717,25.44324,0.11792,0
0.39729,0.65298,25.44324,0.12454,0
0.3959,0.66729,25.44324,0.13135,0
0.39239,0.70808,25.44324,0.13135,0
0.39394,0.74581,25.44324,0.13135,0
0.39445,0.75839,25.44324,0.13135,0
0.39598,0.7276,25.58069,0.0206,0
0.39765,0.71026,25.58069,0.02725,0
0.39877,0.69869,25.58069,0.03394,0
0.40054,0.68733,25.58069,0.04065,0
0.40104,0.67901,25.58069,0.04733,0
0.40142,0.67254,25.58069,0.05377,0
0.40175,0.66929,25.58069,0.06042,0
0.40242,0.66766,25.58069,0.06747,0
0.40298,0.6663,25.58069,0.07455,0
0.40262,0.66595,25.58069,0.08102,0
0.40257,0.66523,25.58069,0.08762,0
0.40253,0.66461,25.58069,0.0943,1
0.40266,0.6622,25.58069,0.10098,0
0.40286,0.66035,25.58069,0.1077,0
0.40303,0.65871,25.58069,0.11441,0
0.4031,0.65853,25.58069,0.12103,0
0.40295,0.65784,25.58069,0.12796,0
0.40281,0.65722,25.58069,0.13443,0
0.40243,0.65737,25.58069,0.14111,0
0.40213,0.65504,25.58069,0.14783,0
0.40186,0.65291,25.58069,0.15448,0
0.40153,0.65159,25.58069,0.16129,0
0.40119,0.65059,25.58069,0.16803,0
0.40087,0.64966,25.58069,0.17465,0
0.40039,0.64881,25.58069,0.18109,0
0.39977,0.64842,25.58069,0.18793,0
0.3992,0.6484,25.58069,0.19431,0
0.39841,0.64851,25.58069,0.20114,0
0.3977,0.64919,25.58069,0.20789,0
0.39704,0.64983,25.58069,0.21429,0
0.39706,0.65033,25.58069,0.22131,0
0.39695,0.65057,25.58069,0.22794,0
0.39685,0.65078,25.58069,0.23468,0
0.39743,0.65092,25.58069,0.24115,0
0.39791,0.65139,25.58069,0.24805,0
0.39838,0.65183,25.58069,0.25497,0
