@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string

@data

fixation_to_clicks_a,2,10,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20230910.0033,25259,2806,2797,9,0,99.679259,0.320741,0,0,0.006667,0.056565,100.564811,100.037067,87.556582,88.577822,-1.02124,0.031203,0.031567,-0.000364,-576.495129,-0.205451,-658.425806,1,2797,1,9,0,0,0,0,0.996793,1,0.998394,?,0.507766,0.997155,0.996793,0.996793,0.003207,0.003207,?,0.996793,?,?,0.507766,0.993971,?,0.996793,0.013,0.003,0,0.015625,0,15.625,2635,1744124,194867,99.679259,50,?
fixation_to_clicks_a,3,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20230910.0033,25258,2807,2797,10,0,99.643748,0.356252,0,0,0.00703,0.059599,101.255034,100.030703,95.744734,96.713453,-0.968719,0.034109,0.034454,-0.000345,-598.477622,-0.213209,-625.076278,1,2797,1,10,0,0,0,0,0.996437,1,0.998216,?,0.522095,0.996785,0.996437,0.996437,0.003563,0.003563,?,0.996437,?,?,0.522095,0.993248,?,0.996437,0.013,0.003,0.015625,0,15.625,0,2635,1744055,194936,99.643748,50,?
fixation_to_clicks_a,3,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20230910.0033,25258,2807,2797,10,0,99.643748,0.356252,0,0,0.006992,0.059553,100.707545,99.954285,95.744734,93.248552,2.496182,0.034109,0.03322,0.000889,-534.619019,-0.190459,-558.379552,1,2797,1,10,0,0,0,0,0.996437,1,0.998216,?,0.68434,0.998597,0.996437,0.996437,0.003563,0.003563,?,0.996437,?,?,0.68434,0.99506,?,0.996437,0.017,0.003,0.015625,0,15.625,0,2635,1744055,194936,99.643748,50,?
fixation_to_clicks_a,3,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20230910.0033,25258,2807,2797,10,0,99.643748,0.356252,0,0,0.006949,0.059583,100.082438,100.003603,95.744734,95.66228,0.082454,0.034109,0.03408,0.000029,-545.229784,-0.194239,-569.4619,1,2797,1,10,0,0,0,0,0.996437,1,0.998216,?,0.562281,0.997356,0.996437,0.996437,0.003563,0.003563,?,0.996437,?,?,0.562281,0.99382,?,0.996437,0.014,0.002,0.015625,0,15.625,0,2635,1744055,194936,99.643748,50,?
fixation_to_clicks_a,3,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20230910.0033,25258,2807,2797,10,0,99.643748,0.356252,0,0,0.006994,0.05957,100.740283,99.981309,95.744734,95.303101,0.441633,0.034109,0.033952,0.000157,-570.894371,-0.203382,-596.267121,1,2797,1,10,0,0,0,0,0.996437,1,0.998216,?,0.602181,0.996972,0.996437,0.996437,0.003563,0.003563,?,0.996437,?,?,0.602181,0.993447,?,0.996437,0.013,0.002,0.015625,0,15.625,0,2635,1744055,194936,99.643748,50,?
fixation_to_clicks_a,3,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20230910.0033,25258,2807,2797,10,0,99.643748,0.356252,0,0,0.006949,0.059565,100.085842,99.974155,95.744734,94.682028,1.062706,0.034109,0.033731,0.000379,-526.781988,-0.187667,-550.194213,1,2797,1,10,0,0,0,0,0.996437,1,0.998216,?,0.614373,0.997544,0.996437,0.996437,0.003563,0.003563,?,0.996437,?,?,0.614373,0.994012,?,0.996437,0.013,0.002,0,0,0,0,2635,1744055,194936,99.643748,50,?
fixation_to_clicks_a,3,6,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20230910.0033,25259,2806,2797,9,0,99.679259,0.320741,0,0,0.006719,0.056491,101.357944,99.907491,87.556582,84.640386,2.916196,0.031203,0.030164,0.001039,-539.411304,-0.192235,-616.07168,1,2797,1,9,0,0,0,0,0.996793,1,0.998394,?,0.748302,0.998312,0.996793,0.996793,0.003207,0.003207,?,0.996793,?,?,0.748302,0.995153,?,0.996793,0.013,0.002,0,0.015625,0,15.625,2635,1744124,194867,99.679259,50,?
fixation_to_clicks_a,3,7,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20230910.0033,25259,2806,2797,9,0,99.679259,0.320741,0,0,0.006692,0.056555,100.938314,100.020339,87.556582,88.085813,-0.529231,0.031203,0.031392,-0.000189,-580.685678,-0.206944,-663.21191,1,2797,1,9,0,0,0,0,0.996793,1,0.998394,?,0.519962,0.997278,0.996793,0.996793,0.003207,0.003207,?,0.996793,?,?,0.519962,0.994095,?,0.996793,0.014,0.002,0.015625,0,15.625,0,2635,1744124,194867,99.679259,50,?
fixation_to_clicks_a,3,8,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20230910.0033,25259,2806,2797,9,0,99.679259,0.320741,0,0,0.006665,0.056543,100.533811,99.998033,87.556582,87.315577,0.241005,0.031203,0.031117,0.000086,-524.699635,-0.186992,-599.269209,1,2797,1,9,0,0,0,0,0.996793,1,0.998394,?,0.570731,0.997555,0.996793,0.996793,0.003207,0.003207,?,0.996793,?,?,0.570731,0.99437,?,0.996793,0.013,0.003,0.015625,0,15.625,0,2635,1744124,194867,99.679259,50,?
fixation_to_clicks_a,3,9,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20230910.0033,25259,2806,2797,9,0,99.679259,0.320741,0,0,0.006686,0.056567,100.857818,100.040469,87.556582,88.986226,-1.429645,0.031203,0.031713,-0.000509,-596.083175,-0.212432,-680.797677,1,2797,1,9,0,0,0,0,0.996793,1,0.998394,?,0.517618,0.996469,0.996793,0.996793,0.003207,0.003207,?,0.996793,?,?,0.517618,0.993285,?,0.996793,0.013,0.002,0.015625,0,15.625,0,2635,1744124,194867,99.679259,50,?
