model_name,optimizer,lr,accuracy,val_accuracy,tp %,tn %
model_bigger_biggest_lstm,Nadam,0.0015,"[0.5511135458946228, 0.5484666228294373, 0.5568638443946838, 0.5565900206565857, 0.5524826645851135, 0.555220901966095, 0.5473713278770447, 0.5561336278915405, 0.5582329034805298, 0.5528477430343628, 0.5474625825881958, 0.5445417761802673, 0.5385177135467529, 0.5442679524421692, 0.5405257344245911, 0.5507484674453735, 0.5540342926979065, 0.549653172492981, 0.5564074516296387, 0.5509309768676758, 0.5535779595375061, 0.5509309768676758, 0.5523000955581665, 0.5537604689598083, 0.5521175861358643, 0.5427163243293762, 0.5553121566772461, 0.5501095056533813, 0.5527564883232117, 0.5535779595375061]","[0.5394160747528076, 0.540145993232727, 0.5510948896408081, 0.5394160747528076, 0.5313868522644043, 0.5313868522644043, 0.5532846450805664, 0.5284671783447266, 0.5339416265487671, 0.5372262597084045, 0.5266423225402832, 0.5047445297241211, 0.5029197335243225, 0.5156934261322021, 0.5240876078605652, 0.5182482004165649, 0.5299270153045654, 0.5288321375846863, 0.5518248081207275, 0.5390511155128479, 0.529197096824646, 0.5288321375846863, 0.5478101968765259, 0.5288321375846863, 0.5237226486206055, 0.5310218930244446, 0.5474452376365662, 0.55474454164505, 0.5540146231651306, 0.5295620560646057]",0.32117367168913563,0.8875739644970414
model_bigger_biggest_lstm,Nadam,0.002,"[0.5485578775405884, 0.5464585423469543, 0.5420774221420288, 0.5596020221710205, 0.5334976315498352, 0.5325849056243896, 0.53130704164505, 0.5337714552879333, 0.53130704164505, 0.5426250696182251, 0.5359620451927185, 0.5466411113739014, 0.5558598041534424, 0.5455458164215088, 0.5470061898231506, 0.5412559509277344, 0.5460934638977051, 0.5468236804008484, 0.551569938659668, 0.5407995581626892, 0.5427163243293762, 0.5436290502548218, 0.5458196401596069, 0.5442679524421692, 0.5377874970436096, 0.5441766977310181, 0.5443592667579651, 0.543994128704071, 0.5512961149215698, 0.5499269962310791]","[0.535401463508606, 0.5412408709526062, 0.5346715450286865, 0.5277372002601624, 0.48467153310775757, 0.5321167707443237, 0.5244525671005249, 0.4930656850337982, 0.5284671783447266, 0.5543795824050903, 0.5328466892242432, 0.5306569337844849, 0.5153284668922424, 0.5397810339927673, 0.5339416265487671, 0.5313868522644043, 0.5361313819885254, 0.5459854006767273, 0.537956178188324, 0.5598540306091309, 0.5058394074440002, 0.5321167707443237, 0.543795645236969, 0.5222627520561218, 0.5445255637168884, 0.5040146112442017, 0.5069342851638794, 0.5492700934410095, 0.552554726600647, 0.5189781188964844]",0.33201163098070313,0.772189349112426
model_bigger_biggest_lstm,Nadam,0.01,"[0.5323110818862915, 0.5292990207672119, 0.5227272510528564, 0.5329499840736389, 0.5007302165031433, 0.49662286043167114, 0.5135998725891113, 0.512869656085968, 0.5114092826843262, 0.5083972215652466, 0.5430814027786255, 0.5396130084991455, 0.5353230834007263, 0.5287513732910156, 0.5418948531150818, 0.5379700660705566, 0.5305768251419067, 0.5332238078117371, 0.5509309768676758, 0.5164293646812439, 0.5310332179069519, 0.5047462582588196, 0.4867652356624603, 0.5064804553985596, 0.48630887269973755, 0.4750821590423584, 0.4612084627151489, 0.4837532043457031, 0.4873128831386566, 0.49790069460868835]","[0.6591240763664246, 0.481021910905838, 0.670802891254425, 0.4419707953929901, 0.5321167707443237, 0.5036496520042419, 0.4861313998699188, 0.5175182223320007, 0.4251824915409088, 0.5467153191566467, 0.6580291986465454, 0.50620436668396, 0.49379563331604004, 0.5051094889640808, 0.6755474209785461, 0.5007299184799194, 0.47189781069755554, 0.4901459813117981, 0.47226276993751526, 0.4197080433368683, 0.5003649592399597, 0.41350364685058594, 0.44270074367523193, 0.4613138735294342, 0.4277372360229492, 0.4857664108276367, 0.47664234042167664, 0.48941606283187866, 0.5368613004684448, 0.46240875124931335]",0.2014274385408406,0.9704142011834319
model_bigger_biggest_lstm,Nadam,0.1,"[0.5078495740890503, 0.5235487222671509, 0.5343191027641296, 0.5667214393615723, 0.5576853156089783, 0.5811427235603333, 0.5793172717094421, 0.575575053691864, 0.5611537098884583, 0.5624315738677979, 0.5725629925727844, 0.5874406695365906, 0.560788631439209, 0.5613362789154053, 0.5673603415489197, 0.5638006329536438, 0.5763964653015137, 0.5656261444091797, 0.5728368163108826, 0.5665388703346252, 0.5596020221710205, 0.5726542472839355, 0.5592369437217712, 0.5819641947746277, 0.5368747711181641, 0.5658087134361267, 0.5719240307807922, 0.5511135458946228, 0.5587805509567261, 0.5749360918998718]","[0.668248176574707, 0.4171532988548279, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.33175182342529297, 0.668248176574707, 0.668248176574707, 0.33175182342529297, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.668248176574707, 0.33175182342529297, 0.668248176574707, 0.33175182342529297, 0.33175182342529297, 0.668248176574707, 0.668248176574707, 0.33175182342529297]",0.0,1.0
model_bigger_biggest_lstm_v8,Adagrad,0.008,"[0.6333515644073486, 0.5667214393615723, 0.524005115032196, 0.5283862948417664, 0.5180723071098328, 0.5348667502403259, 0.5387002825737, 0.5405257344245911, 0.5470061898231506, 0.5453632473945618, 0.5505658984184265, 0.5508397221565247, 0.5443592667579651, 0.5485578775405884, 0.5600584149360657, 0.5885359644889832, 0.5873494148254395, 0.5958378911018372, 0.5990325212478638, 0.597480833530426, 0.5973895788192749, 0.6023183465003967, 0.6025009155273438, 0.6077948212623596, 0.6095290184020996, 0.6109893918037415, 0.6150054931640625, 0.6089813709259033, 0.6181088089942932, 0.6131799817085266]","[0.668248176574707, 0.5149635076522827, 0.531751811504364, 0.5178832411766052, 0.5116788148880005, 0.5777372121810913, 0.5259124040603638, 0.529197096824646, 0.5485401749610901, 0.5452554821968079, 0.5521897673606873, 0.564598560333252, 0.5302919745445251, 0.5613138675689697, 0.6054744720458984, 0.6010949015617371, 0.6098540425300598, 0.5908759236335754, 0.5536496639251709, 0.5897810459136963, 0.6051095128059387, 0.6302919983863831, 0.6291970610618591, 0.5262773633003235, 0.6204379796981812, 0.529197096824646, 0.5937955975532532, 0.6394160389900208, 0.6182481646537781, 0.6332116723060608]",0.6397039386730108,0.5946745562130178
model_bigger_biggest_lstm_v8,Adagrad,0.001,"[0.6155531406402588, 0.6242241859436035, 0.6256845593452454, 0.624954342842102, 0.6222161650657654, 0.6245892643928528, 0.6297919154167175, 0.6281489729881287, 0.6263234615325928, 0.6261409521102905, 0.6273275017738342, 0.6276013255119324, 0.6302482485771179, 0.6293355226516724, 0.628605306148529, 0.6295180916786194, 0.6130887269973755, 0.6098940968513489, 0.6179262399673462, 0.6211208701133728, 0.6252281665802002, 0.6267798542976379, 0.6320737600326538, 0.6338079571723938, 0.6281489729881287, 0.630613386631012, 0.6317999362945557, 0.6273275017738342, 0.6315261125564575, 0.6326214075088501]","[0.6142335534095764, 0.5956204533576965, 0.6277372241020203, 0.6029196977615356, 0.6200730204582214, 0.6383211612701416, 0.6145985126495361, 0.5941605567932129, 0.6229926943778992, 0.6186131238937378, 0.6375912427902222, 0.604744553565979, 0.6145985126495361, 0.6233576536178589, 0.6215328574180603, 0.6164233684539795, 0.5985401272773743, 0.5996350646018982, 0.6007299423217773, 0.6116788387298584, 0.6127737164497375, 0.6357664465904236, 0.6259124279022217, 0.5970802903175354, 0.6266423463821411, 0.5974452495574951, 0.6018248200416565, 0.6302919983863831, 0.6175182461738586, 0.607299268245697]",0.661908538197198,0.591715976331361
model_bigger_biggest_lstm_v8,Adagrad,0.002,"[0.597663402557373, 0.6205732226371765, 0.6214859485626221, 0.624954342842102, 0.6238590478897095, 0.6265060305595398, 0.6277838349342346, 0.6276925802230835, 0.6276925802230835, 0.6267798542976379, 0.6317999362945557, 0.6302482485771179, 0.6305220723152161, 0.6310697197914124, 0.6270536780357361, 0.6285140514373779, 0.6314348578453064, 0.6294267773628235, 0.6287878751754761, 0.6284227967262268, 0.6258671283721924, 0.6301569938659668, 0.6299744248390198, 0.6339905261993408, 0.6305220723152161, 0.632256269454956, 0.6317999362945557, 0.6273275017738342, 0.6300657391548157, 0.6305220723152161]","[0.6262773871421814, 0.5799270272254944, 0.6208029389381409, 0.6018248200416565, 0.6270073056221008, 0.6467153429985046, 0.6025547385215759, 0.6000000238418579, 0.6208029389381409, 0.6291970610618591, 0.6437956094741821, 0.6160584092140198, 0.6076642274856567, 0.6178832054138184, 0.6383211612701416, 0.6186131238937378, 0.6226277351379395, 0.6368613243103027, 0.6178832054138184, 0.6343065500259399, 0.62810218334198, 0.6394160389900208, 0.6328467130661011, 0.5861313939094543, 0.6354014873504639, 0.5930656790733337, 0.6010949015617371, 0.6423357725143433, 0.62810218334198, 0.6164233684539795]",0.6809410520750727,0.5650887573964497
model_bigger_biggest_lstm_v8,Adam,0.001,"[0.5282949805259705, 0.5700985789299011, 0.5377874970436096, 0.5606973171234131, 0.5447243452072144, 0.5667214393615723, 0.5684556365013123, 0.5676341652870178, 0.5701898336410522, 0.5764877796173096, 0.5833333134651184, 0.5841547846794128, 0.5921869277954102, 0.5719240307807922, 0.5868017673492432, 0.5876232385635376, 0.5969331860542297, 0.5904527306556702, 0.5989412069320679, 0.6016794443130493, 0.5981197357177734, 0.604965329170227, 0.6021358370780945, 0.6050565838813782, 0.604965329170227, 0.6025921702384949, 0.5973895788192749, 0.6136363744735718, 0.6064257025718689, 0.5983023047447205]","[0.4737226366996765, 0.49817517399787903, 0.6211678981781006, 0.472627729177475, 0.6587591171264648, 0.6237226128578186, 0.5576642155647278, 0.48394161462783813, 0.5770072937011719, 0.613503634929657, 0.6441605687141418, 0.6160584092140198, 0.45547446608543396, 0.5704379677772522, 0.6551094651222229, 0.6372262835502625, 0.5802919864654541, 0.5051094889640808, 0.5018247961997986, 0.6565693616867065, 0.6229926943778992, 0.6346715092658997, 0.6711679100990295, 0.6215328574180603, 0.4952554702758789, 0.5751824975013733, 0.537956178188324, 0.5682481527328491, 0.6408759355545044, 0.5445255637168884]",0.5485064763415279,0.5059171597633136
model_bigger_biggest_lstm_v8,Adam,0.0012,"[0.5948339104652405, 0.6115370392799377, 0.6036874651908875, 0.6008579730987549, 0.592095673084259, 0.5883533954620361, 0.593647301197052, 0.5864366292953491, 0.5896312594413757, 0.6025009155273438, 0.6032311320304871, 0.60304856300354, 0.612267255783081, 0.6117196083068848, 0.617743730545044, 0.6433917284011841, 0.6202993988990784, 0.6297006011009216, 0.6072471737861633, 0.5965681076049805, 0.617743730545044, 0.60304856300354, 0.6196604371070862, 0.5970244407653809, 0.6252281665802002, 0.639832079410553, 0.6362723708152771, 0.6290616989135742, 0.6334428787231445, 0.6223074197769165]","[0.6007299423217773, 0.5496350526809692, 0.6386861205101013, 0.5244525671005249, 0.6200730204582214, 0.6003649830818176, 0.5580291748046875, 0.5014598369598389, 0.5248175263404846, 0.680656909942627, 0.6456204652786255, 0.5580291748046875, 0.5908759236335754, 0.5718978047370911, 0.6638686060905457, 0.6784671545028687, 0.5970802903175354, 0.5405109524726868, 0.6186131238937378, 0.6437956094741821, 0.6029196977615356, 0.6653284430503845, 0.5835766196250916, 0.6667883396148682, 0.6394160389900208, 0.5748175382614136, 0.6175182461738586, 0.6324817538261414, 0.6156934499740601, 0.6419708132743835]",0.7597145122918318,0.33727810650887574
model_bigger_biggest_lstm_v8,Adam,0.0014,"[0.6338079571723938, 0.6403797268867493, 0.6331690549850464, 0.6369112730026245, 0.6147316694259644, 0.6279664039611816, 0.6340817809104919, 0.6137276291847229, 0.6118108630180359, 0.6263234615325928, 0.6381891369819641, 0.6212121248245239, 0.6137276291847229, 0.6315261125564575, 0.6119021773338318, 0.6420226097106934, 0.5962942838668823, 0.6242241859436035, 0.6161007881164551, 0.6238590478897095, 0.6328952312469482, 0.6218510270118713, 0.6223986744880676, 0.6394669413566589, 0.6382803916931152, 0.6495071053504944, 0.6063344478607178, 0.626962423324585, 0.6104417443275452, 0.6256845593452454]","[0.6178832054138184, 0.6313868761062622, 0.6613138914108276, 0.5718978047370911, 0.6726277470588684, 0.645255446434021, 0.5740876197814941, 0.569343090057373, 0.5459854006767273, 0.5948905348777771, 0.6678832173347473, 0.5861313939094543, 0.5591241121292114, 0.5708029270172119, 0.6492700576782227, 0.6562044024467468, 0.5204379558563232, 0.5288321375846863, 0.6375912427902222, 0.6386861205101013, 0.56715327501297, 0.680656909942627, 0.6667883396148682, 0.6361314058303833, 0.6423357725143433, 0.5215328335762024, 0.6010949015617371, 0.5923357605934143, 0.6127737164497375, 0.6609489321708679]",0.7938144329896907,0.23668639053254437
model_bigger_biggest_lstm_v8,Adam,0.0018,"[0.6238590478897095, 0.6282402276992798, 0.6303395628929138, 0.6444870233535767, 0.610167920589447, 0.6239503622055054, 0.6146403551101685, 0.5935560464859009, 0.608616292476654, 0.6161007881164551, 0.6110807061195374, 0.6025921702384949, 0.6184738874435425, 0.6005841493606567, 0.6161007881164551, 0.6296093463897705, 0.6194779276847839, 0.6082512140274048, 0.6437568664550781, 0.6400145888328552, 0.621303379535675, 0.6209383010864258, 0.6130887269973755, 0.6248630881309509, 0.6129974722862244, 0.6455823183059692, 0.6277838349342346, 0.6066082715988159, 0.628696620464325, 0.6321650147438049]","[0.6343065500259399, 0.6051095128059387, 0.6332116723060608, 0.540145993232727, 0.6773722767829895, 0.6062043905258179, 0.5470802783966064, 0.5383211970329285, 0.5478101968765259, 0.6989051103591919, 0.6989051103591919, 0.5251824855804443, 0.5799270272254944, 0.543795645236969, 0.5740876197814941, 0.5952554941177368, 0.653649628162384, 0.468248188495636, 0.6963503360748291, 0.6883211731910706, 0.6419708132743835, 0.6762773990631104, 0.6521897912025452, 0.5302919745445251, 0.6532846689224243, 0.517153263092041, 0.543795645236969, 0.6419708132743835, 0.6120437979698181, 0.6565693616867065]",0.8088818398096749,0.15088757396449703
